;start;end;value1;color;V6;V7
9;15600000;15800000;35;a;0;0
9;15800000;16000000;36;a;0;0
9;16000000;16200000;19;a;0;0
9;16200000;16400000;45;a;0;0
9;16400000;16600000;73;a;0;0
9;16600000;16800000;47;a;0;0
9;16800000;17000000;30;a;0;0
9;17000000;17200000;74;a;0;0
9;17200000;17400000;51;a;0;0
9;17400000;17600000;66;a;0;0
9;17600000;17800000;61;a;0;0
9;17800000;18000000;94;a;0;0
9;18000000;18200000;62;a;0;0
9;18200000;18400000;73;a;0;0
9;18400000;18600000;80;a;0;0
9;18600000;18800000;85;a;0;0
9;18800000;19000000;79;a;0;0
9;19000000;19200000;67;a;0;0
9;19200000;19400000;93;a;0;0
9;19400000;19600000;57;a;0;0
9;19600000;19800000;84;a;0;0
9;19800000;20000000;91;a;0;0
9;20000000;20200000;79;a;0;0
9;20200000;20400000;78;a;0;0
9;20400000;20600000;75;a;0;0
9;20600000;20800000;90;a;0;0
9;20800000;21000000;77;a;0;0
9;21000000;21200000;75;a;0;0
9;21200000;21400000;83;a;0;0
9;21400000;21600000;92;a;0;0
9;21600000;21800000;89;a;0;0
9;21800000;22000000;69;a;0;0
9;22000000;22200000;71;a;0;0
9;22200000;22400000;57;a;0;0
9;22400000;22600000;85;a;0;0
9;22600000;22800000;89;a;0;0
9;22800000;23000000;93;a;0;0
9;23000000;23200000;89;a;0;0
9;23200000;23400000;46;a;0;0
9;23400000;23600000;92;a;0;0
9;23600000;23800000;77;a;0;0
9;23800000;24000000;76;a;0;0
9;24000000;24200000;83;a;0;0
9;24200000;24400000;90;a;0;0
9;24400000;24600000;82;a;0;0
9;24600000;24800000;70;a;0;0
9;24800000;25000000;72;a;0;0
9;25000000;25200000;81;a;0;0
9;25200000;25400000;66;a;0;0
9;25400000;25600000;88;a;0;0
9;25600000;25800000;72;a;0;0
9;25800000;26000000;90;a;0;0
9;26000000;26200000;61;a;0;0
9;26200000;26400000;85;a;0;0
9;26400000;26600000;93;a;0;0
9;26600000;26800000;89;a;0;0
9;26800000;27000000;80;a;0;0
9;27000000;27200000;81;a;0;0
9;27200000;27400000;87;a;0;0
9;27400000;27600000;92;a;0;0
9;27600000;27800000;88;a;0;0
9;27800000;28000000;91;a;0;0
9;28000000;28200000;93;a;0;0
9;28200000;28400000;93;a;0;0
9;28400000;28600000;85;a;0;0
9;28600000;28800000;73;a;0;0
9;28800000;29000000;75;a;0;0
9;29000000;29200000;86;a;0;0
9;29200000;29400000;80;a;0;0
9;29400000;29600000;80;a;0;0
9;29600000;29800000;87;a;0;0
9;29800000;30000000;63;a;0;0
9;30000000;30200000;49;a;0;0
9;30200000;30400000;72;a;0;0
9;30400000;30600000;37;a;0;0
9;30600000;30800000;56;a;0;0
9;30800000;31000000;56;a;0;0
9;31000000;31200000;37;a;0;0
9;31200000;31400000;48;a;0;0
9;31400000;31600000;82;a;0;0
9;31600000;31800000;69;a;0;0
9;31800000;32000000;60;a;0;0
9;32000000;32200000;68;a;0;0
9;32200000;32400000;62;a;0;0
9;32400000;32600000;89;a;0;0
9;32600000;32800000;78;a;0;0
9;32800000;33000000;47;a;0;0
9;33000000;33200000;59;a;0;0
9;33200000;33400000;53;a;0;0
9;33400000;33600000;67;a;0;0
9;33600000;33800000;40;a;0;0
9;33800000;34000000;54;a;0;0
9;34000000;34200000;51;a;0;0
9;34200000;34400000;36;a;0;0
9;34400000;34600000;62;a;0;0
9;34600000;34800000;78;a;0;0
9;34800000;35000000;46;a;0;0
9;35000000;35200000;17;a;0;0
9;35200000;35400000;60;a;0;0
9;35400000;35600000;25;a;0;0
9;35600000;35800000;53;a;0;0
9;35800000;36000000;46;a;0;0
9;36000000;36200000;30;a;0;0
9;36200000;36400000;39;a;0;0
9;36400000;36600000;28;a;0;0
9;36600000;36800000;32;a;0;0
9;36800000;37000000;48;a;0;0
9;37000000;37200000;53;a;0;0
9;37200000;37400000;28;a;0;0
9;37400000;37600000;45;a;0;0
9;37600000;37800000;45;a;0;0
9;37800000;38000000;36;a;0;0
9;38000000;38200000;52;a;0;0
9;38200000;38400000;34;a;0;0
9;38400000;38600000;16;a;0;0
9;38600000;38800000;50;a;0;0
9;38800000;39000000;5;a;0;0
9;39000000;39200000;4;a;0;0
9;39200000;39400000;4;a;0;0
10;0;200000;0;a;0;0
10;200000;400000;45;a;0;0
10;400000;600000;2;a;0;0
10;600000;800000;0;a;0;0
10;800000;1000000;0;a;0;0
10;1000000;1200000;2;a;0;0
10;1200000;1400000;2;a;0;0
10;1400000;1600000;3;a;0;0
10;1600000;1800000;3;a;0;0
10;1800000;2000000;7;a;0;0
10;2000000;2200000;9;a;0;0
10;2200000;2400000;1;a;0;0
10;2400000;2600000;6;a;0;0
10;2600000;2800000;5;a;0;0
10;2800000;3000000;10;a;0;0
10;3000000;3200000;48;a;0;0
10;3200000;3400000;16;a;0;0
10;3400000;3600000;7;a;0;0
10;3600000;3800000;3;a;0;0
10;3800000;4000000;5;a;0;0
10;4000000;4200000;5;a;0;0
10;4200000;4400000;16;a;0;0
10;4400000;4600000;6;a;0;0
10;4600000;4800000;5;a;0;0
10;4800000;5000000;14;a;0;0
10;5000000;5200000;1;a;0;0
10;5200000;5400000;36;a;0;0
10;5400000;5600000;18;a;0;0
10;5600000;5800000;10;a;0;0
10;5800000;6000000;4;a;0;0
10;6000000;6200000;16;a;0;0
10;6200000;6400000;32;a;0;0
10;6400000;6600000;8;a;0;0
10;6600000;6800000;2;a;0;0
10;6800000;7000000;3;a;0;0
10;7000000;7200000;4;a;0;0
10;7200000;7400000;11;a;0;0
10;7400000;7600000;11;a;0;0
10;7600000;7800000;14;a;0;0
10;7800000;8000000;4;a;0;0
10;8000000;8200000;4;a;0;0
10;8200000;8400000;3;a;0;0
10;8400000;8600000;22;a;0;0
10;8600000;8800000;16;a;0;0
10;8800000;9000000;38;a;0;0
10;9000000;9200000;74;a;0;0
10;9200000;9400000;64;a;0;0
10;9400000;9600000;46;a;0;0
10;9600000;9800000;53;a;0;0
10;9800000;10000000;22;a;0;0
10;10000000;10200000;39;a;0;0
10;10200000;10400000;8;a;0;0
10;10400000;10600000;26;a;0;0
10;10600000;10800000;34;a;0;0
10;10800000;11000000;43;a;0;0
10;11000000;11200000;21;a;0;0
10;11200000;11400000;38;a;0;0
10;11400000;11600000;30;a;0;0
10;11600000;11800000;17;a;0;0
10;11800000;12000000;30;a;0;0
10;12000000;12200000;38;a;0;0
10;12200000;12400000;51;a;0;0
10;12400000;12600000;14;a;0;0
10;12600000;12800000;50;a;0;0
10;12800000;13000000;60;a;0;0
10;13000000;13200000;62;a;0;0
10;13200000;13400000;38;a;0;0
10;13400000;13600000;73;a;0;0
10;13600000;13800000;48;a;0;0
10;13800000;14000000;55;a;0;0
10;14000000;14200000;25;a;0;0
10;14200000;14400000;42;a;0;0
10;14400000;14600000;66;a;0;0
10;14600000;14800000;40;a;0;0
10;14800000;15000000;33;a;0;0
10;15000000;15200000;49;a;0;0
10;15200000;15400000;30;a;0;0
10;15400000;15600000;40;a;0;0
10;15600000;15800000;69;a;0;0
10;15800000;16000000;58;a;0;0
10;16000000;16200000;26;a;0;0
10;16200000;16400000;39;a;0;0
10;16400000;16600000;64;a;0;0
10;16600000;16800000;33;a;0;0
10;16800000;17000000;65;a;0;0
10;17000000;17200000;39;a;0;0
10;17200000;17400000;55;a;0;0
10;17400000;17600000;67;a;0;0
10;17600000;17800000;62;a;0;0
10;17800000;18000000;65;a;0;0
10;18000000;18200000;47;a;0;0
10;18200000;18400000;88;a;0;0
10;18400000;18600000;72;a;0;0
10;18600000;18800000;65;a;0;0
10;18800000;19000000;69;a;0;0
10;19000000;19200000;64;a;0;0
10;19200000;19400000;75;a;0;0
10;19400000;19600000;76;a;0;0
10;19600000;19800000;63;a;0;0
10;19800000;20000000;43;a;0;0
10;20000000;20200000;42;a;0;0
10;20200000;20400000;70;a;0;0
10;20400000;20600000;80;a;0;0
10;20600000;20800000;75;a;0;0
10;20800000;21000000;80;a;0;0
10;21000000;21200000;73;a;0;0
10;21200000;21400000;61;a;0;0
10;21400000;21600000;82;a;0;0
10;21600000;21800000;89;a;0;0
10;21800000;22000000;84;a;0;0
10;22000000;22200000;89;a;0;0
10;22200000;22400000;86;a;0;0
10;22400000;22600000;92;a;0;0
10;22600000;22800000;88;a;0;0
10;22800000;23000000;98;a;0;0
10;23000000;23200000;76;a;0;0
10;23200000;23400000;75;a;0;0
10;23400000;23600000;66;a;0;0
10;23600000;23800000;63;a;0;0
10;23800000;24000000;47;a;0;0
10;24000000;24200000;79;a;0;0
10;24200000;24400000;90;a;0;0
10;24400000;24600000;66;a;0;0
10;24600000;24800000;85;a;0;0
10;24800000;25000000;88;a;0;0
10;25000000;25200000;85;a;0;0
10;25200000;25400000;89;a;0;0
10;25400000;25600000;91;a;0;0
10;25600000;25800000;89;a;0;0
10;25800000;26000000;93;a;0;0
10;26000000;26200000;82;a;0;0
10;26200000;26400000;92;a;0;0
10;26400000;26600000;74;a;0;0
10;26600000;26800000;87;a;0;0
10;26800000;27000000;66;a;0;0
10;27000000;27200000;69;a;0;0
10;27200000;27400000;47;a;0;0
10;27400000;27600000;86;a;0;0
10;27600000;27800000;52;a;0;0
10;27800000;28000000;83;a;0;0
10;28000000;28200000;84;a;0;0
10;28200000;28400000;73;a;0;0
10;28400000;28600000;69;a;0;0
10;28600000;28800000;43;a;0;0
10;28800000;29000000;37;a;0;0
10;29000000;29200000;84;a;0;0
10;29200000;29400000;92;a;0;0
10;29400000;29600000;95;a;0;0
10;29600000;29800000;93;a;0;0
10;29800000;30000000;87;a;0;0
10;30000000;30200000;59;a;0;0
10;30200000;30400000;74;a;0;0
10;30400000;30600000;79;a;0;0
10;30600000;30800000;24;a;0;0
10;30800000;31000000;7;a;0;0
10;31000000;31200000;4;a;0;0
10;31200000;31400000;18;a;0;0
10;31400000;31600000;30;a;0;0
10;31600000;31800000;61;a;0;0
10;31800000;32000000;87;a;0;0
10;32000000;32200000;86;a;0;0
10;32200000;32400000;94;a;0;0
10;32400000;32600000;58;a;0;0
10;32600000;32800000;77;a;0;0
10;32800000;33000000;56;a;0;0
10;33000000;33200000;75;a;0;0
10;33200000;33400000;77;a;0;0
10;33400000;33600000;47;a;0;0
10;33600000;33800000;69;a;0;0
10;33800000;34000000;78;a;0;0
10;34000000;34200000;69;a;0;0
10;34200000;34400000;52;a;0;0
10;34400000;34600000;57;a;0;0
10;34600000;34800000;74;a;0;0
10;34800000;35000000;77;a;0;0
10;35000000;35200000;51;a;0;0
10;35200000;35400000;54;a;0;0
10;35400000;35600000;47;a;0;0
10;35600000;35800000;83;a;0;0
10;35800000;36000000;90;a;0;0
10;36000000;36200000;76;a;0;0
10;36200000;36400000;78;a;0;0
10;36400000;36600000;83;a;0;0
10;36600000;36800000;90;a;0;0
10;36800000;37000000;76;a;0;0
10;37000000;37200000;55;a;0;0
10;37200000;37400000;60;a;0;0
10;37400000;37600000;65;a;0;0
10;37600000;37800000;51;a;0;0
10;37800000;38000000;41;a;0;0
10;38000000;38200000;18;a;0;0
10;38200000;38400000;48;a;0;0
10;38400000;38600000;35;a;0;0
10;38600000;38800000;58;a;0;0
10;38800000;39000000;41;a;0;0
10;39000000;39200000;70;a;0;0
10;39200000;39400000;71;a;0;0
10;39400000;39600000;66;a;0;0
10;39600000;39800000;60;a;0;0
10;39800000;40000000;20;a;0;0
10;40000000;40200000;35;a;0;0
10;40200000;40400000;26;a;0;0
10;40400000;40600000;15;a;0;0
10;40600000;40800000;9;a;0;0
10;40800000;41000000;30;a;0;0
10;41000000;41200000;30;a;0;0
10;41200000;41400000;17;a;0;0
10;41400000;41600000;23;a;0;0
10;41600000;41800000;9;a;0;0
10;41800000;42000000;13;a;0;0
10;42000000;42200000;12;a;0;0
10;42200000;42400000;8;a;0;0
10;42400000;42600000;15;a;0;0
10;42600000;42800000;17;a;0;0
10;42800000;43000000;25;a;0;0
10;43000000;43200000;19;a;0;0
10;43200000;43400000;6;a;0;0
10;43400000;43600000;31;a;0;0
10;43600000;43800000;53;a;0;0
10;43800000;44000000;28;a;0;0
10;44000000;44200000;19;a;0;0
10;44200000;44400000;7;a;0;0
10;44400000;44600000;26;a;0;0
10;44600000;44800000;31;a;0;0
10;44800000;45000000;54;a;0;0
10;45000000;45200000;12;a;0;0
10;45200000;45400000;20;a;0;0
10;45400000;45600000;5;a;0;0
10;45600000;45800000;13;a;0;0
10;45800000;46000000;17;a;0;0
10;46000000;46200000;8;a;0;0
10;46200000;46400000;28;a;0;0
10;46400000;46600000;3;a;0;0
10;46600000;46800000;3;a;0;0
10;46800000;47000000;10;a;0;0
10;47000000;47200000;20;a;0;0
10;47200000;47400000;12;a;0;0
10;47400000;47600000;1;a;0;0
10;47600000;47800000;4;a;0;0
10;47800000;48000000;5;a;0;0
10;48000000;48200000;6;a;0;0
10;48200000;48400000;15;a;0;0
10;48400000;48600000;27;a;0;0
10;48600000;48800000;8;a;0;0
10;48800000;49000000;0;a;0;0
11;0;200000;0;a;0;0
11;200000;400000;44;a;0;0
11;400000;600000;26;a;0;0
11;600000;800000;26;a;0;0
11;800000;1000000;16;a;0;0
11;1000000;1200000;25;a;0;0
11;1200000;1400000;55;a;0;0
11;1400000;1600000;22;a;0;0
11;1600000;1800000;43;a;0;0
11;1800000;2000000;34;a;0;0
11;2000000;2200000;32;a;0;0
11;2200000;2400000;44;a;0;0
11;2400000;2600000;49;a;0;0
11;2600000;2800000;77;a;0;0
11;2800000;3000000;74;a;0;0
11;3000000;3200000;66;a;0;0
11;3200000;3400000;65;a;0;0
11;3400000;3600000;49;a;0;0
11;3600000;3800000;46;a;0;0
11;3800000;4000000;32;a;0;0
11;4000000;4200000;29;a;0;0
11;4200000;4400000;24;a;0;0
11;4400000;4600000;43;a;0;0
11;4600000;4800000;66;a;0;0
11;4800000;5000000;37;a;0;0
11;5000000;5200000;34;a;0;0
11;5200000;5400000;64;a;0;0
11;5400000;5600000;29;a;0;0
11;5600000;5800000;36;a;0;0
11;5800000;6000000;48;a;0;0
11;6000000;6200000;39;a;0;0
11;6200000;6400000;26;a;0;0
11;6400000;6600000;67;a;0;0
11;6600000;6800000;53;a;0;0
11;6800000;7000000;72;a;0;0
11;7000000;7200000;95;a;0;0
11;7200000;7400000;80;a;0;0
11;7400000;7600000;57;a;0;0
11;7600000;7800000;21;a;0;0
11;7800000;8000000;68;a;0;0
11;8000000;8200000;85;a;0;0
11;8200000;8400000;56;a;0;0
11;8400000;8600000;46;a;0;0
11;8600000;8800000;52;a;0;0
11;8800000;9000000;65;a;0;0
11;9000000;9200000;60;a;0;0
11;9200000;9400000;73;a;0;0
11;9400000;9600000;68;a;0;0
11;9600000;9800000;60;a;0;0
11;9800000;10000000;74;a;0;0
11;10000000;10200000;54;a;0;0
11;10200000;10400000;82;a;0;0
11;10400000;10600000;68;a;0;0
11;10600000;10800000;78;a;0;0
11;10800000;11000000;59;a;0;0
11;11000000;11200000;79;a;0;0
11;11200000;11400000;83;a;0;0
11;11400000;11600000;86;a;0;0
11;11600000;11800000;69;a;0;0
11;11800000;12000000;72;a;0;0
11;12000000;12200000;64;a;0;0
11;12200000;12400000;74;a;0;0
11;12400000;12600000;66;a;0;0
11;12600000;12800000;68;a;0;0
11;12800000;13000000;83;a;0;0
11;13000000;13200000;83;a;0;0
11;13200000;13400000;77;a;0;0
11;13400000;13600000;60;a;0;0
11;13600000;13800000;60;a;0;0
11;13800000;14000000;61;a;0;0
11;14000000;14200000;74;a;0;0
11;14200000;14400000;62;a;0;0
11;14400000;14600000;78;a;0;0
11;14600000;14800000;74;a;0;0
11;14800000;15000000;59;a;0;0
11;15000000;15200000;48;a;0;0
11;15200000;15400000;43;a;0;0
11;15400000;15600000;72;a;0;0
11;15600000;15800000;67;a;0;0
11;15800000;16000000;89;a;0;0
11;16000000;16200000;83;a;0;0
11;16200000;16400000;90;a;0;0
11;16400000;16600000;82;a;0;0
11;16600000;16800000;91;a;0;0
11;16800000;17000000;64;a;0;0
11;17000000;17200000;78;a;0;0
11;17200000;17400000;79;a;0;0
11;17400000;17600000;66;a;0;0
11;17600000;17800000;82;a;0;0
11;17800000;18000000;93;a;0;0
11;18000000;18200000;74;a;0;0
11;18200000;18400000;82;a;0;0
11;18400000;18600000;93;a;0;0
11;18600000;18800000;76;a;0;0
11;18800000;19000000;80;a;0;0
11;19000000;19200000;90;a;0;0
11;19200000;19400000;93;a;0;0
11;19400000;19600000;82;a;0;0
11;19600000;19800000;82;a;0;0
11;19800000;20000000;71;a;0;0
11;20000000;20200000;63;a;0;0
11;20200000;20400000;74;a;0;0
11;20400000;20600000;81;a;0;0
11;20600000;20800000;79;a;0;0
11;20800000;21000000;70;a;0;0
11;21000000;21200000;67;a;0;0
11;21200000;21400000;79;a;0;0
11;21400000;21600000;81;a;0;0
11;21600000;21800000;84;a;0;0
11;21800000;22000000;81;a;0;0
11;22000000;22200000;75;a;0;0
11;22200000;22400000;89;a;0;0
11;22400000;22600000;88;a;0;0
11;22600000;22800000;49;a;0;0
11;22800000;23000000;50;a;0;0
11;23000000;23200000;56;a;0;0
11;23200000;23400000;56;a;0;0
11;23400000;23600000;73;a;0;0
11;23600000;23800000;54;a;0;0
11;23800000;24000000;32;a;0;0
11;24000000;24200000;31;a;0;0
11;24200000;24400000;26;a;0;0
11;24400000;24600000;37;a;0;0
11;24600000;24800000;58;a;0;0
11;24800000;25000000;32;a;0;0
11;25000000;25200000;39;a;0;0
11;25200000;25400000;18;a;0;0
11;25400000;25600000;44;a;0;0
11;25600000;25800000;35;a;0;0
11;25800000;26000000;47;a;0;0
11;26000000;26200000;19;a;0;0
11;26200000;26400000;43;a;0;0
11;26400000;26600000;35;a;0;0
11;26600000;26800000;63;a;0;0
11;26800000;27000000;43;a;0;0
11;27000000;27200000;55;a;0;0
11;27200000;27400000;47;a;0;0
11;27400000;27600000;21;a;0;0
11;27600000;27800000;37;a;0;0
11;27800000;28000000;54;a;0;0
11;28000000;28200000;72;a;0;0
11;28200000;28400000;38;a;0;0
11;28400000;28600000;50;a;0;0
11;28600000;28800000;61;a;0;0
11;28800000;29000000;41;a;0;0
11;29000000;29200000;33;a;0;0
11;29200000;29400000;44;a;0;0
11;29400000;29600000;46;a;0;0
11;29600000;29800000;34;a;0;0
11;29800000;30000000;18;a;0;0
11;30000000;30200000;18;a;0;0
11;30200000;30400000;26;a;0;0
11;30400000;30600000;44;a;0;0
11;30600000;30800000;43;a;0;0
11;30800000;31000000;17;a;0;0
11;31000000;31200000;25;a;0;0
11;31200000;31400000;29;a;0;0
11;31400000;31600000;20;a;0;0
11;31600000;31800000;5;a;0;0
11;31800000;32000000;39;a;0;0
11;32000000;32200000;61;a;0;0
11;32200000;32400000;52;a;0;0
11;32400000;32600000;31;a;0;0
11;32600000;32800000;32;a;0;0
11;32800000;33000000;39;a;0;0
11;33000000;33200000;64;a;0;0
11;33200000;33400000;30;a;0;0
11;33400000;33600000;24;a;0;0
11;33600000;33800000;31;a;0;0
11;33800000;34000000;35;a;0;0
11;34000000;34200000;31;a;0;0
11;34200000;34400000;20;a;0;0
11;34400000;34600000;84;a;0;0
11;34600000;34800000;32;a;0;0
11;34800000;35000000;17;a;0;0
11;35000000;35200000;20;a;0;0
11;35200000;35400000;27;a;0;0
11;35400000;35600000;58;a;0;0
11;35600000;35800000;30;a;0;0
11;35800000;36000000;25;a;0;0
11;36000000;36200000;14;a;0;0
11;36200000;36400000;18;a;0;0
11;36400000;36600000;8;a;0;0
11;36600000;36800000;10;a;0;0
11;36800000;37000000;14;a;0;0
11;37000000;37200000;13;a;0;0
11;37200000;37400000;43;a;0;0
11;37400000;37600000;30;a;0;0
11;37600000;37800000;17;a;0;0
11;37800000;38000000;31;a;0;0
11;38000000;38200000;23;a;0;0
11;38200000;38400000;50;a;0;0
11;38400000;38600000;11;a;0;0
11;38600000;38800000;8;a;0;0
11;38800000;39000000;21;a;0;0
11;39000000;39200000;19;a;0;0
11;39200000;39400000;17;a;0;0
11;39400000;39600000;28;a;0;0
11;39600000;39800000;86;a;0;0
11;39800000;40000000;61;a;0;0
11;40000000;40200000;13;a;0;0
11;40200000;40400000;18;a;0;0
11;40400000;40600000;24;a;0;0
11;40600000;40800000;10;a;0;0
11;40800000;41000000;34;a;0;0
11;41000000;41200000;42;a;0;0
11;41200000;41400000;31;a;0;0
11;41400000;41600000;22;a;0;0
11;41600000;41800000;51;a;0;0
11;41800000;42000000;17;a;0;0
11;42000000;42200000;15;a;0;0
11;42200000;42400000;12;a;0;0
11;42400000;42600000;8;a;0;0
11;42600000;42800000;6;a;0;0
11;42800000;43000000;5;a;0;0
11;43000000;43200000;18;a;0;0
11;43200000;43400000;65;a;0;0
11;43400000;43600000;16;a;0;0
11;43600000;43800000;14;a;0;0
11;43800000;44000000;16;a;0;0
11;44000000;44200000;1;a;0;0
11;44200000;44400000;2;a;0;0
11;44400000;44600000;4;a;0;0
11;44600000;44800000;2;a;0;0
11;44800000;45000000;2;a;0;0
11;45000000;45200000;16;a;0;0
11;45200000;45400000;2;a;0;0
11;45400000;45600000;3;a;0;0
11;45600000;45800000;9;a;0;0
11;45800000;46000000;2;a;0;0
11;46000000;46200000;1;a;0;0
11;46200000;46400000;3;a;0;0
11;46400000;46600000;7;a;0;0
11;46600000;46800000;0;a;0;0
11;46800000;47000000;3;a;0;0
11;47000000;47200000;1;a;0;0
11;47200000;47400000;0;a;0;0
11;47400000;47600000;3;a;0;0
11;47600000;47800000;4;a;0;0
11;47800000;48000000;13;a;0;0
11;48000000;48200000;7;a;0;0
11;48200000;48400000;9;a;0;0
11;48400000;48600000;5;a;0;0
11;48600000;48800000;1;a;0;0
11;48800000;49000000;5;a;0;0
11;49000000;49200000;11;a;0;0
11;49200000;49400000;8;a;0;0
11;49400000;49600000;1;a;0;0
11;49600000;49800000;2;a;0;0
11;49800000;50000000;2;a;0;0
11;50000000;50200000;2;a;0;0
11;50200000;50400000;9;a;0;0
11;50400000;50600000;21;a;0;0
11;50600000;50800000;2;a;0;0
11;50800000;51000000;4;a;0;0
11;51000000;51200000;4;a;0;0
